flow_row_id,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,source_file,capture_date,label,detailedlabel
1548,1676889721.242868,CQ24ju4j7zIo1e1Pe,192.168.1.106,55475,157.240.30.27,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Facebook
1549,1676889722.153715,CupU7S1UtXnokAaxCb,192.168.1.106,55231,142.251.36.104,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1550,1676889718.542673,CrNLzM2noNpb30nPE3,192.168.1.106,64193,108.177.119.92,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1551,1676889717.938780,CtTyBL31UE5Wc15JH,192.168.1.106,55277,142.251.37.99,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1552,1676889723.003481,C49U5p2bXottU9WYN8,192.168.1.106,56737,142.251.36.110,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1553,1676889724.074605,Cita7U3BkFR7htoYF7,192.168.1.106,61335,142.251.36.130,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1554,1676889716.654027,Cyfkuf3xpKqAhFa43l,192.168.1.106,52792,35.241.15.240,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Google
1555,1676889720.648179,CXZrHG2EDtgoTToP42,192.168.1.106,57562,157.240.30.27,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Facebook
1556,1676889721.755871,CUvdwq4a6ZU1aBYrP,192.168.1.106,57563,185.181.177.73,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Alza.cz
1557,1676889722.598839,C35tL9179xTQClpJn8,192.168.1.106,57565,157.240.30.35,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Facebook
1558,1676889814.113309,CIHdNG2NuJP4tKYhl,192.168.1.106,137,192.168.1.255,137,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1559,1676889771.645385,CACQhI2w4z7wPi7q65,192.168.1.106,60661,142.251.37.100,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1560,1676889772.157836,CpOPQL22qXszKllfwh,192.168.1.135,34737,192.168.1.106,61336,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1561,1676889773.178251,CgoA8v3M6SvqZnRls8,192.168.1.135,50485,192.168.1.106,61336,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1562,1676889770.960599,CT1nBb2SkDvYKph4sh,192.168.1.106,61336,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1563,1676889774.202150,CkHowE2866oVYY25Xi,192.168.1.135,55513,192.168.1.106,61336,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1564,1676889429.094285,CFn0bA21UH3u1KrVqk,192.168.1.106,61444,188.114.97.9,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1565,1676889771.084464,CE61qA18fwjonG1PG,192.168.1.132,1900,192.168.1.106,61336,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1566,1676889778.666459,CkrZWcvRvCZrNxR13,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1567,1676889831.707021,CeYNg91JL7pQe1PQJl,192.168.1.106,60398,142.251.37.100,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1568,1676889459.982386,CORspS3mpNwUxPJvGg,192.168.1.106,61448,188.114.97.9,80,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1569,1676889459.972912,CabQcx2WHsYaUXYiI1,192.168.1.106,61447,188.114.97.9,80,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1570,1676889460.675945,CT6Jxh22ivX3s0nVbb,192.168.1.106,61451,188.114.97.9,80,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1571,1676889460.677415,C7oCgF1rkdxiYjjGPg,192.168.1.106,61452,188.114.97.9,80,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1572,1676889460.664509,CQ5TdY2OVPJLRJdvN1,192.168.1.106,61449,188.114.97.9,80,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1573,1676889460.671405,Cyxmb31N98j6WGUgDf,192.168.1.106,61450,188.114.97.9,80,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1574,1676889717.461867,CDxc7E1mjPPu9FHxxc,192.168.1.106,57556,142.251.31.81,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1575,1676889888.377146,CR3Akr2QvDfUkDpR3b,192.168.1.106,57575,142.251.36.131,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1576,1676889711.943432,CUaTJD3oKH87x6TfUb,192.168.1.106,57552,185.152.65.27,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cdn77
1577,1676889707.150240,CHpCl83PglIQPhr0qi,192.168.1.106,57541,185.152.65.27,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cdn77
1578,1676889888.376090,CrFIfOkNx4dX7a41h,192.168.1.106,56199,142.251.36.131,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1579,1676889891.154126,CYWlUt3Z78OseiYJO,192.168.1.135,34853,192.168.1.106,56200,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1580,1676889892.175507,Cc8GPpPvDqhUAcVy3,192.168.1.135,46779,192.168.1.106,56200,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1581,1676889707.245480,CnOdGN2dy7vcKdxZ64,192.168.1.106,57547,142.251.36.142,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1582,1676889893.198754,CulG1U2tZn0L9bczZ2,192.168.1.135,41591,192.168.1.106,56200,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1583,1676889890.991921,CqIDyS1zkzbECb8O7i,192.168.1.106,56200,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1584,1676889894.015954,Cf51w81pEDITLmOuNd,192.168.1.135,59309,192.168.1.106,56200,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1585,1676889707.251595,C8inJc2KVnIQzj6FTj,192.168.1.106,57548,142.251.37.99,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1586,1676889717.148038,CY2oTp4iy40XSz0La9,192.168.1.106,57554,108.177.119.92,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1587,1676889717.750319,CESUjt2F5OFruKragf,192.168.1.106,57557,142.251.37.99,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1588,1676889891.177010,CMFgSf40kap95b2LP5,192.168.1.132,1900,192.168.1.106,56200,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1589,1676889896.034762,CGuL7t3kAMBFCN2sfd,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1590,1676889717.207903,CE4MW44UBumF6VD9hi,192.168.1.106,57555,142.251.37.110,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1591,1676889707.013881,CkHIUY1GRPqfMIICf9,192.168.1.106,57540,142.251.37.106,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1592,1676889718.278245,CRLSld3UksPZF0vbsb,192.168.1.106,57559,108.177.119.92,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1593,1676889718.186823,C6VjB3UzsZWG32mpj,192.168.1.106,57558,142.251.37.110,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1594,1676889720.644778,Ckuv4Atlsj5ZzChZ5,192.168.1.106,57561,142.251.36.104,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1595,1676889722.764126,C9leYW3myuljEaI3vg,192.168.1.106,57567,142.251.37.99,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1596,1676889722.736915,CTudxs4GzhmqBic5Oh,192.168.1.106,57566,142.251.37.98,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1597,1676889722.206382,CuY12c17tY0HfDvjba,192.168.1.106,57564,142.251.36.110,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1598,1676889723.478856,CxS4wh8WhMjtb8kVd,192.168.1.106,57568,216.239.32.36,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Google
1599,1676889723.838398,CYpi1T3LwulX1lW295,192.168.1.106,57570,142.251.36.130,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1600,1676889974.747730,CUek5TzCL2R8lCQT1,192.168.1.106,65262,224.0.0.252,5355,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1601,1676889974.654993,CgIpWj3W4DzgdvcxZg,192.168.1.106,68,192.168.1.1,67,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-DHCP
1602,1676889974.982319,CZwh6BoqKrhzZmQNj,192.168.1.106,51637,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1603,1676889975.394670,C4CvA94BUmAcjxyAS4,192.168.1.132,1900,192.168.1.106,51637,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1604,1676890012.179471,COym7b2EHPIom8AjW4,192.168.1.135,60580,192.168.1.106,55600,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1605,1676890013.211958,CfZ37k1h5t6YCQdUf5,192.168.1.135,45532,192.168.1.106,55600,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1606,1676890010.997162,CVEdR5gU6RioP85J3,192.168.1.106,55600,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1607,1676890014.230427,CTi5GJN8l9yQUwgCf,192.168.1.135,57952,192.168.1.106,55600,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1608,1676890018.191232,CusWir31yIYyyyMtnb,192.168.1.106,56482,142.251.37.110,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1609,1676890018.252117,Cg6RAl2HoPOqZAr9gb,192.168.1.106,57906,142.251.36.131,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1610,1676890011.169909,CjOUOI1dGCSn6nrJIi,192.168.1.132,1900,192.168.1.106,55600,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1611,1676890016.041611,CYM8ae1EwubJCvwWB2,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1612,1676889474.662715,CnPRGc4gPwXEHLOeE5,192.168.1.106,61474,35.190.80.1,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1613,1676889705.724368,CooWbD1qRDU5oy4cje,192.168.1.106,57538,104.18.12.169,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1614,1676890060.010121,CUUiQD3geLXB4Ldbl1,192.168.1.106,138,192.168.1.255,138,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1615,1676889720.116458,CeSysT3c1LS5MosbCf,192.168.1.106,57560,104.18.13.169,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare
1616,1676889888.376794,CdJtDOg8X3WE54BJ1,192.168.1.106,57574,142.251.36.131,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1617,1676890136.212334,CrWRPd1qKuJO4UbmG3,192.168.1.106,60710,142.251.36.131,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1618,1676890125.170932,Cjd8dlmfbOVG9IBmb,192.168.1.106,68,255.255.255.255,67,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-DHCP
1619,1676890131.182376,Cq9W974TKh5UWu7Kil,192.168.1.135,43025,192.168.1.106,51983,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1620,1676890132.196589,CbsW1t1u0Xc9b4PDWf,192.168.1.135,35092,192.168.1.106,51983,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1621,1676890133.227493,Clskcc1NoNjlauR829,192.168.1.135,48785,192.168.1.106,51983,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1622,1676890131.024628,CBTbHi2eWr2sg84Spe,192.168.1.106,51983,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1623,1676890134.240895,CRGHkSc0EFTXivfoi,192.168.1.135,52799,192.168.1.106,51983,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1624,1676890131.192403,CeEmm41CVvEZiw2tp3,192.168.1.132,1900,192.168.1.106,51983,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1625,1676890136.412583,C59OdW1AU5IkX3dbM3,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1626,1676889888.372920,CDjFUd2emrNALH600a,192.168.1.106,57573,142.251.36.131,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-1e100
1627,1676889174.013115,CqB6mC4a1XQctoPSP,192.168.1.106,61506,146.75.122.248,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Fastly
1628,1676890281.288658,CHt60k4bXiDJhoBAGb,192.168.1.106,63018,224.0.0.252,5355,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1629,1676890251.189905,CxTSuloAuH3dILud9,192.168.1.135,33814,192.168.1.106,62711,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1630,1676890252.215727,C8M81837BSBy0AGWwc,192.168.1.135,51441,192.168.1.106,62711,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1631,1676890253.238252,CgbLfb2qjJj57yaQdc,192.168.1.135,52543,192.168.1.106,62711,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1632,1676890251.045252,CEvRTk29awdxwXUt6c,192.168.1.106,62711,239.255.255.250,1900,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Multicast
1633,1676890254.262356,CUonma1ssxsMGEvMeh,192.168.1.135,37213,192.168.1.106,62711,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Device_chromecast_tv_assistant
1634,1676889710.697009,CaeYaE3sMltJJOSCz5,192.168.1.106,57551,130.211.29.114,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Google
1635,1676889716.537062,CmE2Nt2DjLlPsaRAX5,192.168.1.106,57553,35.241.15.240,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Google
1636,1676890256.621924,C6X7WfNTGBMcZ29El,192.168.1.132,1900,192.168.1.106,62711,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1637,1676890256.622066,C7h8593rPRVH0edZsh,192.168.1.106,3,192.168.1.132,3,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign
1638,1676890281.236189,CKxeyVZHGzBvf0tPa,192.168.1.106,68,192.168.1.1,67,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-DHCP
