dataset,flow_row_id,case_label,true_label,selection_reasons,descriptive_only,metadata_ts,metadata_uid,metadata_id.orig_h,metadata_id.orig_p,metadata_id.resp_h,metadata_id.resp_p,metadata_source_file,metadata_capture_date,metadata_label,metadata_detailedlabel,feature_id.orig_p,feature_id.resp_p,feature_duration,feature_orig_bytes,feature_resp_bytes,feature_missed_bytes,feature_orig_pkts,feature_orig_ip_bytes,feature_resp_pkts,feature_resp_ip_bytes,feature_proto,feature_service,feature_conn_state,feature_history,vm3_dt_available,vm3_dt_unavailable_reason,vm3_dt_evaluation_protocol,vm3_dt_prediction_identity,vm3_dt_predicted_label,vm3_dt_predicted_probability,vm3_dt_anomaly_score,vm3_dt_threshold,vm3_if_available,vm3_if_unavailable_reason,vm3_if_evaluation_protocol,vm3_if_prediction_identity,vm3_if_predicted_label,vm3_if_predicted_probability,vm3_if_anomaly_score,vm3_if_threshold,vm2_dt_available,vm2_dt_unavailable_reason,vm2_dt_evaluation_protocol,vm2_dt_prediction_identity,vm2_dt_predicted_label,vm2_dt_predicted_probability,vm2_dt_anomaly_score,vm2_dt_threshold,vm2_if_available,vm2_if_unavailable_reason,vm2_if_evaluation_protocol,vm2_if_prediction_identity,vm2_if_predicted_label,vm2_if_predicted_probability,vm2_if_anomaly_score,vm2_if_threshold,vm2_external_if_available,vm2_external_if_unavailable_reason,vm2_external_if_evaluation_protocol,vm2_external_if_prediction_identity,vm2_external_if_predicted_label,vm2_external_if_predicted_probability,vm2_external_if_anomaly_score,vm2_external_if_threshold,vm3_dt_if_category,vm2_standalone_dt_if_category,vm2_dt_external_if_category
VM2,37226,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142531.821287,CnQUIt1nYbLDN86GHf,192.168.1.106,62622,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62622.0,443.0,0.116973,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37226}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37226}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37227,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142532.921074,C9r9881XTSIHRVM3O4,192.168.1.106,62623,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62623.0,443.0,0.116165,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37227}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37227}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37228,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142534.022784,CT1ZSIzEPXst4PQ02,192.168.1.106,62624,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62624.0,443.0,0.116254,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,True,,stratified_80_20,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm2_dt"", ""flow_row_id"": 37228}",1,1.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37228}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37228}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,B,B
VM2,37229,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142535.119898,CzJY6dyJITbGNzrKg,192.168.1.106,62626,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62626.0,443.0,0.125101,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37229}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37229}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37230,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142536.227795,CIUALmAcb4ynVmB7e,192.168.1.106,62627,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62627.0,443.0,0.115785,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,True,,stratified_80_20,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm2_dt"", ""flow_row_id"": 37230}",1,1.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37230}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37230}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,B,B
VM2,37231,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142537.328312,CRQXZh3Jcfr6KFLI63,192.168.1.106,62628,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62628.0,443.0,0.116991,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37231}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37231}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37232,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142538.429776,C5Od2ZKjErdbKX6wh,192.168.1.106,62629,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62629.0,443.0,0.117229,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37232}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37232}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37233,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142539.532518,CQLubj3dgkzuVpYL9,192.168.1.106,62630,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62630.0,443.0,0.115731,263.0,137.0,0.0,14.0,1110.0,8.0,618.0,tcp,ssl,SF,ShADTadtFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37233}",0,,-0.07745024091606278,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37233}",0,,-0.042345929762538426,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37234,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142540.637196,C5uqqB3GnVBrBzXFl9,192.168.1.106,62631,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62631.0,443.0,2.999853,0.0,0.0,0.0,4.0,208.0,0.0,0.0,tcp,missing,S0,S,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37234}",0,,-0.06983512138826264,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37234}",0,,-0.03442744941914749,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,37252,AgentTesla,1,descriptive_small_sample:AgentTesla,True,1677142546.895366,COEAhy2YLyKbU9ti55,192.168.1.106,62632,176.223.208.23,443,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-23\zeek\conn.log.labeled,2023-02-23,Malicious,From_malicious-To_malicious-Malware_C2-AgentTesla-TLS,62632.0,443.0,132.741906,458.0,171362.0,0.0,240.0,10988.0,250.0,352748.0,tcp,ssl,SF,ShADTadtttfFR,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 37252}",0,,-0.05701133829996391,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 37252}",0,,-0.04404583076859808,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,43682,Benign,0,benign_false_positive:vm2_dt,False,1677201202.749250,CezY7p2HCNM6ooNgFc,192.168.1.106,62937,192.168.1.108,139,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-24\zeek\conn.log.labeled,2023-02-24,Benign,From_benign-To_benign,62937.0,139.0,11.886805,1005.0,1208.0,0.0,13.0,1537.0,10.0,1620.0,tcp,"smb,gssapi,ntlm",SF,ShDdAFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,True,,stratified_80_20,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm2_dt"", ""flow_row_id"": 43682}",1,1.0,,,False,not_in_saved_evaluation_population,common_random_holdout_primary,,,,,,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 43682}",0,,-0.06736656701723681,0.04653248926340765,not_applicable_dataset,unavailable,not_applicable_benign
VM2,43683,LockBit,1,descriptive_small_sample:LockBit,True,1677201202.759657,Cccr9N1ciWfpftpCY4,192.168.1.106,62938,192.168.1.108,139,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-24\zeek\conn.log.labeled,2023-02-24,Malicious,From_malicious-To_benign-Malware_Encryption-Lockbit_2.0-SMB2,62938.0,139.0,11.877562,989.0,1301.0,0.0,13.0,1521.0,11.0,1753.0,tcp,"smb,gssapi,ntlm",SF,ShDdAFf,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 43683}",0,,-0.05678897175585479,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 43683}",0,,-0.06631066695415644,0.04653248926340765,not_applicable_dataset,unavailable,unavailable
VM2,48824,LockBit,1,descriptive_small_sample:LockBit,True,1677224926.054485,C3zCrp2avjFVmgEtNb,192.168.1.106,62938,192.168.1.108,445,D:\CTU\CTU-SME-11_Windows7full-2\CTU-SME-11\Experiment-VM-Microsoft-Windows7full-2\2023-02-24\zeek\conn.log.labeled,2023-02-24,Malicious,From_malicious-To_benign-Malware_Encryption-Lockbit_2.0-SMB2,62938.0,445.0,1383.298999,578236.0,791217.0,0.0,2404.0,674504.0,2402.0,887317.0,tcp,"smb,gssapi,krb,dce_rpc",RSTR,ShADdatr,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,True,,stratified_80_20,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm2_dt"", ""flow_row_id"": 48824}",0,0.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm2_if"", ""flow_row_id"": 48824}",1,,0.08380763964589633,0.01485322703701662,True,,vm3_to_vm2_external_frozen_if,"{""dataset"": ""VM2"", ""evaluation_protocol"": ""vm3_to_vm2_external_frozen_if"", ""experiment_id"": ""vm2_external_if"", ""flow_row_id"": 48824}",1,,0.09469981316537057,0.04653248926340765,not_applicable_dataset,C,C
VM3,1298,Benign,0,benign_false_positive:vm3_if,False,1676887148.930003,CUCjvq3zqnVh1Owa7b,192.168.1.107,60435,162.159.136.232,443,Experiment-VM-Microsoft-Windows7full-3\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Cloudflare,60435.0,443.0,131.154299,1103378.0,2549344.0,0.0,3124.0,1190850.0,4483.0,2674868.0,udp,missing,SF,Dd,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 1298}",1,,0.11894065303641022,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,unavailable,not_applicable_dataset,not_applicable_dataset
VM3,1444,Benign,0,benign_false_positive:vm3_if,False,1676888285.076453,CGlv4j4YWTJj3hzFo9,192.168.1.107,59503,157.240.30.27,443,Experiment-VM-Microsoft-Windows7full-3\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Facebook_CDN,59503.0,443.0,114.651053,125424.0,3494350.0,0.0,2180.0,186464.0,3487.0,3591986.0,udp,missing,SF,Dd,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 1444}",1,,0.07166730661168907,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,unavailable,not_applicable_dataset,not_applicable_dataset
VM3,1993,Benign,0,benign_false_positive:vm3_if,False,1676889966.671857,CfAhu61rvOJwsUg6uk,192.168.1.107,55598,151.101.1.140,443,Experiment-VM-Microsoft-Windows7full-3\2023-02-20\zeek\conn.log.labeled,2023-02-20,Benign,From_benign-To_benign-Fastly,55598.0,443.0,6.422226,1529.0,1878967.0,108669.0,1144.0,56854.0,1772.0,2581400.0,tcp,ssl,SF,ShADTadttTtgWgFfR,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 1993}",1,,0.0492843079628682,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,unavailable,not_applicable_dataset,not_applicable_dataset
VM3,11392,RemcosRAT,1,vm3_dt_if:DT_unavailable_IF_missed,False,1676979690.599565,C7GoFu1MEc2X8Skbf8,192.168.1.107,49507,178.237.33.50,80,Experiment-VM-Microsoft-Windows7full-3\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_C2-Ingress_tool_access-RemcosRAT-HTTP,49507.0,80.0,118.125854,71.0,1173.0,0.0,20.0,966.0,6.0,2602.0,tcp,http,SF,ShADTdtfF,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 11392}",0,,-0.03908622775154258,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,unavailable,not_applicable_dataset,not_applicable_dataset
VM3,11393,RemcosRAT,1,vm3_dt_if:B,False,1676979818.068060,CjBwX5jwnosxbDx6g,192.168.1.107,49507,178.237.33.50,80,Experiment-VM-Microsoft-Windows7full-3\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_C2-Ingress_tool_access-RemcosRAT-HTTP,49507.0,80.0,0.000243,0.0,0.0,0.0,2.0,80.0,0.0,0.0,tcp,missing,SH,F,True,,stratified_80_20,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm3_dt"", ""flow_row_id"": 11393}",1,1.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 11393}",0,,-0.09951619581327709,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,B,not_applicable_dataset,not_applicable_dataset
VM3,11395,RemcosRAT,1,vm3_dt_if:DT_unavailable_IF_missed,False,1676979827.677558,C3jMAG2D0qvyQvAjX2,192.168.1.107,49507,178.237.33.50,80,Experiment-VM-Microsoft-Windows7full-3\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_C2-Ingress_tool_access-RemcosRAT-HTTP,49507.0,80.0,1e-06,0.0,0.0,0.0,2.0,80.0,0.0,0.0,tcp,missing,OTH,R,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 11395}",0,,-0.0766948095622616,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,unavailable,not_applicable_dataset,not_applicable_dataset
VM3,11429,RemcosRAT,1,vm3_dt_if:B,False,1676980028.477294,C33ZvP2FOs1944mz4,192.168.1.107,49516,66.63.168.35,5888,Experiment-VM-Microsoft-Windows7full-3\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_data_exfiltration-RemcosRAT,49516.0,5888.0,54.096191,4334.0,651.0,0.0,118.0,13412.0,118.0,6046.0,tcp,ssl,RSTR,ShADTdtaTr,True,,stratified_80_20,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm3_dt"", ""flow_row_id"": 11429}",1,1.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 11429}",0,,-0.028457287326531466,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,B,not_applicable_dataset,not_applicable_dataset
VM3,11430,RemcosRAT,1,vm3_dt_if:A,False,1676980028.973338,CK7TDD2gKLQq3cnlw6,192.168.1.107,49517,66.63.168.35,5888,Experiment-VM-Microsoft-Windows7full-3\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_data_exfiltration-RemcosRAT,49517.0,5888.0,53.608926,1015979.0,2453.0,0.0,1520.0,2089862.0,880.0,40394.0,tcp,ssl,RSTR,ShADTdtaTTtr,True,,stratified_80_20,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm3_dt"", ""flow_row_id"": 11430}",1,1.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 11430}",1,,0.06440461503978501,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,A,not_applicable_dataset,not_applicable_dataset
VM3,11465,RemcosRAT,1,vm3_dt_if:B,False,1676980480.420380,C1wPHj1QIxeOEgcKY3,192.168.1.107,49525,66.63.168.35,5888,Experiment-VM-Microsoft-Windows7full-3\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_data_exfiltration-RemcosRAT,49525.0,5888.0,17.124354,1782.0,651.0,0.0,44.0,5348.0,44.0,3086.0,tcp,ssl,RSTR,ShADTdtaTr,True,,stratified_80_20,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""stratified_80_20"", ""experiment_id"": ""vm3_dt"", ""flow_row_id"": 11465}",1,1.0,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 11465}",0,,-0.042720421828605026,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,B,not_applicable_dataset,not_applicable_dataset
VM3,11476,RemcosRAT,1,vm3_dt_if:DT_unavailable_IF_detected,False,1676980484.573609,CYDmcv4fQZ2cZgr314,192.168.1.107,49527,66.63.168.35,5888,Experiment-VM-Microsoft-Windows7full-3\2023-02-21\zeek\conn.log.labeled,2023-02-21,Malicious,From_malicious-To_malicious-Malware_data_exfiltration-RemcosRAT,49527.0,5888.0,77.165794,16223428.0,12469.0,64430.0,23549.0,33197781.0,9945.0,426062.0,tcp,ssl,RSTR,ShADTadtTTtTtGGTr,False,not_in_saved_evaluation_population,stratified_80_20,,,,,,True,,common_random_holdout_primary,"{""dataset"": ""VM3"", ""evaluation_protocol"": ""common_random_holdout_primary"", ""experiment_id"": ""vm3_if"", ""flow_row_id"": 11476}",1,,0.13586188028341917,0.04653248926340765,False,different_dataset,stratified_80_20,,,,,,False,different_dataset,common_random_holdout_primary,,,,,,False,different_dataset,vm3_to_vm2_external_frozen_if,,,,,,unavailable,not_applicable_dataset,not_applicable_dataset
