evidence_id,timestamp_utc,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,conn_state,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,history
FLOW-17534,2023-02-21T16:00:05.598161Z,CD3tu62Q8m374rLVu,192.168.1.107,51285,66.63.168.35,5888,tcp,missing,REJ,0.028108,0.0,0.0,2,2,Sr
FLOW-17529,2023-02-21T16:00:06.633162Z,C0piOT1CNsp2LTUNUd,192.168.1.107,51286,66.63.168.35,5888,tcp,missing,REJ,0.033023,0.0,0.0,2,2,Sr
FLOW-17530,2023-02-21T16:00:07.167522Z,CQx8rn27sg8Tdis9h5,192.168.1.107,51286,66.63.168.35,5888,tcp,missing,REJ,0.033116,0.0,0.0,2,2,Sr
FLOW-17537,2023-02-21T16:00:07.701517Z,Ci1tWs2otAXO8awRD1,192.168.1.107,51286,66.63.168.35,5888,tcp,missing,REJ,0.033066,0.0,0.0,2,2,Sr
FLOW-17532,2023-02-21T16:00:08.741022Z,CYdGzu48rCHDtV8B7k,192.168.1.107,51287,66.63.168.35,5888,tcp,missing,REJ,0.016786,0.0,0.0,2,2,Sr
FLOW-17533,2023-02-21T16:00:09.255985Z,CQZ6k045bZst3GxL3i,192.168.1.107,51287,66.63.168.35,5888,tcp,missing,REJ,0.016863,0.0,0.0,2,2,Sr
FLOW-17540,2023-02-21T16:00:09.768938Z,CcdPU84EgMIolIDWce,192.168.1.107,51287,66.63.168.35,5888,tcp,missing,REJ,0.01685,0.0,0.0,2,2,Sr
FLOW-17535,2023-02-21T16:00:10.795779Z,ChuRd93soCh1nHN8Mc,192.168.1.107,51288,66.63.168.35,5888,tcp,missing,REJ,0.016998,0.0,0.0,2,2,Sr
FLOW-17536,2023-02-21T16:00:11.309360Z,CayI8w4PHvvHOQZLM9,192.168.1.107,51288,66.63.168.35,5888,tcp,missing,REJ,0.017064,0.0,0.0,2,2,Sr
FLOW-17543,2023-02-21T16:00:11.831943Z,CXXjup1REQCXYeLbGl,192.168.1.107,51288,66.63.168.35,5888,tcp,missing,REJ,0.017016,0.0,0.0,2,2,Sr
FLOW-17538,2023-02-21T16:00:12.859626Z,COUSoi9Z5vKGCZRY5,192.168.1.107,51289,66.63.168.35,5888,tcp,missing,REJ,0.031344,0.0,0.0,2,2,Sr
FLOW-17539,2023-02-21T16:00:13.402697Z,CkittA4Ysmb5NqIGCj,192.168.1.107,51289,66.63.168.35,5888,tcp,missing,REJ,0.031352,0.0,0.0,2,2,Sr
FLOW-17546,2023-02-21T16:00:13.930713Z,CowIBa2pudjAAW5gOd,192.168.1.107,51289,66.63.168.35,5888,tcp,missing,REJ,0.03148,0.0,0.0,2,2,Sr
FLOW-17541,2023-02-21T16:00:14.971362Z,CIADE14RC95RD8xksc,192.168.1.107,51290,66.63.168.35,5888,tcp,missing,REJ,0.028333,0.0,0.0,2,2,Sr
FLOW-17542,2023-02-21T16:00:15.510157Z,CL6K0AkurYv3BtTUb,192.168.1.107,51290,66.63.168.35,5888,tcp,missing,REJ,0.028382,0.0,0.0,2,2,Sr
FLOW-17549,2023-02-21T16:00:16.043343Z,CyH7801C72BciKQI5h,192.168.1.107,51290,66.63.168.35,5888,tcp,missing,REJ,0.02869,0.0,0.0,2,2,Sr
FLOW-17544,2023-02-21T16:00:17.080352Z,CiWAMf3tFTXBS78ryd,192.168.1.107,51291,66.63.168.35,5888,tcp,missing,REJ,0.017111,0.0,0.0,2,2,Sr
FLOW-17545,2023-02-21T16:00:17.601486Z,CT0c7Y1R4DvF0T0UO5,192.168.1.107,51291,66.63.168.35,5888,tcp,missing,REJ,0.017038,0.0,0.0,2,2,Sr
FLOW-17552,2023-02-21T16:00:18.122525Z,C8hwHa18g4stozvuu4,192.168.1.107,51291,66.63.168.35,5888,tcp,missing,REJ,0.017145,0.0,0.0,2,2,Sr
FLOW-17547,2023-02-21T16:00:19.151228Z,CNJqYv12AuhvpTAdT6,192.168.1.107,51292,66.63.168.35,5888,tcp,missing,REJ,0.025445,0.0,0.0,2,2,Sr
FLOW-17548,2023-02-21T16:00:19.686938Z,CsIVR73DBvxiVFDfxg,192.168.1.107,51292,66.63.168.35,5888,tcp,missing,REJ,0.025369,0.0,0.0,2,2,Sr
FLOW-17555,2023-02-21T16:00:20.209881Z,CiOOlp2Mb4BzrrbNo7,192.168.1.107,51292,66.63.168.35,5888,tcp,missing,REJ,0.025519,0.0,0.0,2,2,Sr
FLOW-17550,2023-02-21T16:00:21.243308Z,Clcdun3Ec94qjJBskc,192.168.1.107,51293,66.63.168.35,5888,tcp,missing,REJ,0.016949,0.0,0.0,2,2,Sr
FLOW-17551,2023-02-21T16:00:21.756033Z,C5dygD2MNFxljGBSv8,192.168.1.107,51293,66.63.168.35,5888,tcp,missing,REJ,0.017006,0.0,0.0,2,2,Sr
FLOW-17558,2023-02-21T16:00:22.272706Z,C6fMrx1XPEOUwlON12,192.168.1.107,51293,66.63.168.35,5888,tcp,missing,REJ,0.017188,0.0,0.0,2,2,Sr
FLOW-17553,2023-02-21T16:00:23.316190Z,CQGYBy2b90JTITzq57,192.168.1.107,51294,66.63.168.35,5888,tcp,missing,REJ,0.02538,0.0,0.0,2,2,Sr
FLOW-17554,2023-02-21T16:00:23.840183Z,C1vHCVEzCi5cqkuW6,192.168.1.107,51294,66.63.168.35,5888,tcp,missing,REJ,0.025374,0.0,0.0,2,2,Sr
FLOW-17561,2023-02-21T16:00:24.378173Z,C7P9cfUiU7lfcZqq1,192.168.1.107,51294,66.63.168.35,5888,tcp,missing,REJ,0.025467,0.0,0.0,2,2,Sr
FLOW-17556,2023-02-21T16:00:25.412760Z,CxNPoi3dkQ5sA19hVb,192.168.1.107,51296,66.63.168.35,5888,tcp,missing,REJ,0.036565,0.0,0.0,2,2,Sr
FLOW-17557,2023-02-21T16:00:25.955959Z,ChAC4Y3I6YNP88G8Dc,192.168.1.107,51296,66.63.168.35,5888,tcp,missing,REJ,0.036499,0.0,0.0,2,2,Sr
FLOW-17564,2023-02-21T16:00:26.498126Z,CcOhMY2IEXaZfT24Tb,192.168.1.107,51296,66.63.168.35,5888,tcp,missing,REJ,0.036504,0.0,0.0,2,2,Sr
FLOW-17559,2023-02-21T16:00:27.557193Z,CT8rjt4YaKEgyTQTJd,192.168.1.107,51297,66.63.168.35,5888,tcp,missing,REJ,0.028106,0.0,0.0,2,2,Sr
FLOW-17560,2023-02-21T16:00:28.088071Z,Cz5lt62BGbyA7ASPr9,192.168.1.107,51297,66.63.168.35,5888,tcp,missing,REJ,0.028147,0.0,0.0,2,2,Sr
FLOW-17567,2023-02-21T16:00:28.621299Z,CJlSso2lsfy2Y0Pq86,192.168.1.107,51297,66.63.168.35,5888,tcp,missing,REJ,0.028153,0.0,0.0,2,2,Sr
FLOW-17562,2023-02-21T16:00:29.697133Z,COlsbj43Uci9Haf6Y2,192.168.1.107,51298,66.63.168.35,5888,tcp,missing,REJ,0.025471,0.0,0.0,2,2,Sr
FLOW-17563,2023-02-21T16:00:30.230765Z,CLySqc1BmGNJtvEZWa,192.168.1.107,51298,66.63.168.35,5888,tcp,missing,REJ,0.025476,0.0,0.0,2,2,Sr
FLOW-17571,2023-02-21T16:00:30.760092Z,CLEHN04R0SQ71wg5l3,192.168.1.107,51298,66.63.168.35,5888,tcp,missing,REJ,0.025684,0.0,0.0,2,2,Sr
FLOW-17565,2023-02-21T16:00:31.792993Z,CzDEdNWepUWq3regh,192.168.1.107,51299,66.63.168.35,5888,tcp,missing,REJ,0.037874,0.0,0.0,2,2,Sr
FLOW-17566,2023-02-21T16:00:32.336246Z,C21yKM2CMNOqOsjCp,192.168.1.107,51299,66.63.168.35,5888,tcp,missing,REJ,0.037844,0.0,0.0,2,2,Sr
FLOW-17574,2023-02-21T16:00:32.877696Z,CAkA5Dr2gsdEks6cg,192.168.1.107,51299,66.63.168.35,5888,tcp,missing,REJ,0.037791,0.0,0.0,2,2,Sr
FLOW-17568,2023-02-21T16:00:33.919591Z,C3UhOV3kkqfZ8ntqNb,192.168.1.107,51300,66.63.168.35,5888,tcp,missing,REJ,0.028383,0.0,0.0,2,2,Sr
FLOW-17569,2023-02-21T16:00:34.455394Z,CfcD7Q2IlBhnISaGA3,192.168.1.107,51300,66.63.168.35,5888,tcp,missing,REJ,0.028363,0.0,0.0,2,2,Sr
FLOW-17577,2023-02-21T16:00:34.982698Z,CIdnt1uiPdNSrFAoe,192.168.1.107,51300,66.63.168.35,5888,tcp,missing,REJ,0.028357,0.0,0.0,2,2,Sr
FLOW-17572,2023-02-21T16:00:36.024076Z,CppGr14gfQDhgQiOK1,192.168.1.107,51301,66.63.168.35,5888,tcp,missing,REJ,0.033074,0.0,0.0,2,2,Sr
FLOW-17573,2023-02-21T16:00:36.564404Z,CsrmUR2qhft6QeT6Sc,192.168.1.107,51301,66.63.168.35,5888,tcp,missing,REJ,0.03298,0.0,0.0,2,2,Sr
FLOW-17580,2023-02-21T16:00:37.097404Z,CFrbok33Uz3zYVJFY6,192.168.1.107,51301,66.63.168.35,5888,tcp,missing,REJ,0.033047,0.0,0.0,2,2,Sr
FLOW-17575,2023-02-21T16:00:38.134394Z,Cj8Kvl2oTc1spJXEHc,192.168.1.107,51302,66.63.168.35,5888,tcp,missing,REJ,0.016999,0.0,0.0,2,2,Sr
FLOW-17576,2023-02-21T16:00:38.646521Z,Chm2xw3PXm9G333Sf9,192.168.1.107,51302,66.63.168.35,5888,tcp,missing,REJ,0.017018,0.0,0.0,2,2,Sr
FLOW-17583,2023-02-21T16:00:39.170169Z,CmWLdi4hZhheE3AMh9,192.168.1.107,51302,66.63.168.35,5888,tcp,missing,REJ,0.017047,0.0,0.0,2,2,Sr
FLOW-17578,2023-02-21T16:00:40.195729Z,CqI6EA1ZeLajIT4mwb,192.168.1.107,51303,66.63.168.35,5888,tcp,missing,REJ,0.028402,0.0,0.0,2,2,Sr
FLOW-17579,2023-02-21T16:00:40.725486Z,Cj7FD13ujxFGMNNxl1,192.168.1.107,51303,66.63.168.35,5888,tcp,missing,REJ,0.028611,0.0,0.0,2,2,Sr
FLOW-17586,2023-02-21T16:00:41.258961Z,CwNoQuDPBuQzCrYh3,192.168.1.107,51303,66.63.168.35,5888,tcp,missing,REJ,0.028383,0.0,0.0,2,2,Sr
FLOW-17581,2023-02-21T16:00:42.297429Z,CXnJEB25Iumc6JCkQ5,192.168.1.107,51304,66.63.168.35,5888,tcp,missing,REJ,0.025275,0.0,0.0,2,2,Sr
FLOW-17582,2023-02-21T16:00:42.825382Z,CPnpoO2hTg2OFNq4k,192.168.1.107,51304,66.63.168.35,5888,tcp,missing,REJ,0.025437,0.0,0.0,2,2,Sr
FLOW-17589,2023-02-21T16:00:43.354531Z,Cn1doO25kRwBbqZIOg,192.168.1.107,51304,66.63.168.35,5888,tcp,missing,REJ,0.025673,0.0,0.0,2,2,Sr
FLOW-17584,2023-02-21T16:00:44.385319Z,CrRzF3kRY7GdMYgIk,192.168.1.107,51305,66.63.168.35,5888,tcp,missing,REJ,0.03657,0.0,0.0,2,2,Sr
FLOW-17585,2023-02-21T16:00:44.929320Z,CpyFZn3cdXXMAVbxZk,192.168.1.107,51305,66.63.168.35,5888,tcp,missing,REJ,0.03661,0.0,0.0,2,2,Sr
FLOW-17593,2023-02-21T16:00:45.474546Z,CVAeiG4Euh0c8njYu,192.168.1.107,51305,66.63.168.35,5888,tcp,missing,REJ,0.036574,0.0,0.0,2,2,Sr
FLOW-17587,2023-02-21T16:00:46.524522Z,CTHxU9VK8dCLBv8Ok,192.168.1.107,51306,66.63.168.35,5888,tcp,missing,REJ,0.025307,0.0,0.0,2,2,Sr
FLOW-17588,2023-02-21T16:00:47.055315Z,CO7J871jhYtLM5rdFf,192.168.1.107,51306,66.63.168.35,5888,tcp,missing,REJ,0.02514,0.0,0.0,2,2,Sr
FLOW-17597,2023-02-21T16:00:47.589111Z,C6EelE2kRTtz1SXb9l,192.168.1.107,51306,66.63.168.35,5888,tcp,missing,REJ,0.025356,0.0,0.0,2,2,Sr
FLOW-17591,2023-02-21T16:00:48.623733Z,CP9fBq1aLdCuLyygfk,192.168.1.107,51307,66.63.168.35,5888,tcp,missing,REJ,0.016962,0.0,0.0,2,2,Sr
FLOW-17592,2023-02-21T16:00:49.138061Z,CkMMoy11OjkfD8DDv9,192.168.1.107,51307,66.63.168.35,5888,tcp,missing,REJ,0.016989,0.0,0.0,2,2,Sr
FLOW-17600,2023-02-21T16:00:49.665410Z,Cbty8V3dLaNDZY5Wjh,192.168.1.107,51307,66.63.168.35,5888,tcp,missing,REJ,0.016893,0.0,0.0,2,2,Sr
FLOW-17595,2023-02-21T16:00:50.685100Z,ChaNP18pJpHJ724Tf,192.168.1.107,51308,66.63.168.35,5888,tcp,missing,REJ,0.026436,0.0,0.0,2,2,Sr
FLOW-17596,2023-02-21T16:00:51.209115Z,CT2v7nyus23rSUDDj,192.168.1.107,51308,66.63.168.35,5888,tcp,missing,REJ,0.026414,0.0,0.0,2,2,Sr
FLOW-17603,2023-02-21T16:00:51.743671Z,Cl7Vz21YC0whThmkk1,192.168.1.107,51308,66.63.168.35,5888,tcp,missing,REJ,0.026401,0.0,0.0,2,2,Sr
FLOW-17598,2023-02-21T16:00:52.790714Z,CHBWki2fEn2aZK1Kwc,192.168.1.107,51309,66.63.168.35,5888,tcp,missing,REJ,0.028288,0.0,0.0,2,2,Sr
FLOW-17599,2023-02-21T16:00:53.323055Z,CbSicl1ZKwqYf0DHVg,192.168.1.107,51309,66.63.168.35,5888,tcp,missing,REJ,0.027956,0.0,0.0,2,2,Sr
FLOW-17606,2023-02-21T16:00:53.847219Z,CQqnC91gvAFwOGwlj9,192.168.1.107,51309,66.63.168.35,5888,tcp,missing,REJ,0.027797,0.0,0.0,2,2,Sr
FLOW-17601,2023-02-21T16:00:54.881478Z,CvSz3E0FH4236ZSEa,192.168.1.107,51310,66.63.168.35,5888,tcp,missing,REJ,0.017078,0.0,0.0,2,2,Sr
FLOW-17602,2023-02-21T16:00:55.406436Z,CYnQOn3TprIN6u2jU8,192.168.1.107,51310,66.63.168.35,5888,tcp,missing,REJ,0.017082,0.0,0.0,2,2,Sr
FLOW-17609,2023-02-21T16:00:55.919698Z,CyKFpA1uHOLsiFT2Mk,192.168.1.107,51310,66.63.168.35,5888,tcp,missing,REJ,0.017141,0.0,0.0,2,2,Sr
FLOW-17604,2023-02-21T16:00:56.945636Z,C6tFX26agJ2KkkUo1,192.168.1.107,51311,66.63.168.35,5888,tcp,missing,REJ,0.017094,0.0,0.0,2,2,Sr
FLOW-17605,2023-02-21T16:00:57.462846Z,CpwJMl2c70na2p5GP3,192.168.1.107,51311,66.63.168.35,5888,tcp,missing,REJ,0.017119,0.0,0.0,2,2,Sr
FLOW-17612,2023-02-21T16:00:57.981503Z,CwogTtapMENKAMKH9,192.168.1.107,51311,66.63.168.35,5888,tcp,missing,REJ,0.017154,0.0,0.0,2,2,Sr
FLOW-17607,2023-02-21T16:00:59.014023Z,Cwn6IX35ddW4HIdMgk,192.168.1.107,51312,66.63.168.35,5888,tcp,missing,REJ,0.037091,0.0,0.0,2,2,Sr
FLOW-17608,2023-02-21T16:00:59.555865Z,Cu2QLu3xrTBPbcCA5a,192.168.1.107,51312,66.63.168.35,5888,tcp,missing,REJ,0.036454,0.0,0.0,2,2,Sr
FLOW-17616,2023-02-21T16:01:00.099916Z,CRLY1m3jMGQW1glWp5,192.168.1.107,51312,66.63.168.35,5888,tcp,missing,REJ,0.036346,0.0,0.0,2,2,Sr
FLOW-17610,2023-02-21T16:01:01.144037Z,ChfJ9o1MTAcyeDnLq5,192.168.1.107,51313,66.63.168.35,5888,tcp,missing,REJ,0.030327,0.0,0.0,2,2,Sr
FLOW-17611,2023-02-21T16:01:01.677778Z,CHTCmx3Zgo2nrIDJZ6,192.168.1.107,51313,66.63.168.35,5888,tcp,missing,REJ,0.03017,0.0,0.0,2,2,Sr
FLOW-17619,2023-02-21T16:01:02.216902Z,C7toqEqsWoh3lnBja,192.168.1.107,51313,66.63.168.35,5888,tcp,missing,REJ,0.030356,0.0,0.0,2,2,Sr
FLOW-17614,2023-02-21T16:01:03.257296Z,CXtl1v3zMBdK1LtrFf,192.168.1.107,51314,66.63.168.35,5888,tcp,missing,REJ,0.0251,0.0,0.0,2,2,Sr
FLOW-17615,2023-02-21T16:01:03.790584Z,CO0vo476qlk7t4cu,192.168.1.107,51314,66.63.168.35,5888,tcp,missing,REJ,0.025146,0.0,0.0,2,2,Sr
FLOW-17623,2023-02-21T16:01:04.325886Z,Czss8e1p4Iu5in8ty4,192.168.1.107,51314,66.63.168.35,5888,tcp,missing,REJ,0.025133,0.0,0.0,2,2,Sr
FLOW-17617,2023-02-21T16:01:05.361078Z,CSqOhG40VasWGy6mLj,192.168.1.107,51315,66.63.168.35,5888,tcp,missing,REJ,0.026383,0.0,0.0,2,2,Sr
FLOW-17618,2023-02-21T16:01:05.899178Z,CMbDp7hiERhb5cc4g,192.168.1.107,51315,66.63.168.35,5888,tcp,missing,REJ,0.026327,0.0,0.0,2,2,Sr
FLOW-17626,2023-02-21T16:01:06.432111Z,Cwsz1h2fX3acwHJQG3,192.168.1.107,51315,66.63.168.35,5888,tcp,missing,REJ,0.026418,0.0,0.0,2,2,Sr
FLOW-17620,2023-02-21T16:01:07.468564Z,C0e2EZ2ChtAyyk6i87,192.168.1.107,51316,66.63.168.35,5888,tcp,missing,REJ,0.016895,0.0,0.0,2,2,Sr
FLOW-17621,2023-02-21T16:01:07.994637Z,CLQtFw1pF0NRoTaMhb,192.168.1.107,51316,66.63.168.35,5888,tcp,missing,REJ,0.016848,0.0,0.0,2,2,Sr
FLOW-17629,2023-02-21T16:01:08.506961Z,CJplPQ23b5Qh8eGak4,192.168.1.107,51316,66.63.168.35,5888,tcp,missing,REJ,0.016874,0.0,0.0,2,2,Sr
FLOW-17624,2023-02-21T16:01:09.539997Z,C0xeGL3lUOHlOPWPEb,192.168.1.107,51317,66.63.168.35,5888,tcp,missing,REJ,0.016914,0.0,0.0,2,2,Sr
FLOW-17625,2023-02-21T16:01:10.055470Z,CqQQ7o47VAouq2X7V,192.168.1.107,51317,66.63.168.35,5888,tcp,missing,REJ,0.016935,0.0,0.0,2,2,Sr
FLOW-17633,2023-02-21T16:01:10.572016Z,CzFgIrOVi3SbftG7e,192.168.1.107,51317,66.63.168.35,5888,tcp,missing,REJ,0.016788,0.0,0.0,2,2,Sr
FLOW-17627,2023-02-21T16:01:11.601171Z,CqA5z314jbsOtHYJ1h,192.168.1.107,51318,66.63.168.35,5888,tcp,missing,REJ,0.017128,0.0,0.0,2,2,Sr
FLOW-17628,2023-02-21T16:01:12.123155Z,CTbc9V1FDAdIQOlt1a,192.168.1.107,51318,66.63.168.35,5888,tcp,missing,REJ,0.017136,0.0,0.0,2,2,Sr
FLOW-17638,2023-02-21T16:01:12.644412Z,CIVsE54yqiKwHfzPPg,192.168.1.107,51318,66.63.168.35,5888,tcp,missing,REJ,0.017201,0.0,0.0,2,2,Sr
FLOW-17630,2023-02-21T16:01:13.677092Z,CBzzHaswRrA4Z2bk3,192.168.1.107,51319,66.63.168.35,5888,tcp,missing,REJ,0.025311,0.0,0.0,2,2,Sr
FLOW-17631,2023-02-21T16:01:14.202652Z,CAUCovZVbjyzdLS4d,192.168.1.107,51319,66.63.168.35,5888,tcp,missing,REJ,0.025675,0.0,0.0,2,2,Sr
FLOW-17643,2023-02-21T16:01:14.737113Z,CKKIEe1iSMxadvByO8,192.168.1.107,51319,66.63.168.35,5888,tcp,missing,REJ,0.025362,0.0,0.0,2,2,Sr
FLOW-17635,2023-02-21T16:01:15.777228Z,CIYVoc4WErKM9sVSKg,192.168.1.107,51320,66.63.168.35,5888,tcp,missing,REJ,0.025632,0.0,0.0,2,2,Sr
FLOW-17636,2023-02-21T16:01:16.307527Z,CxteyE4tLyoJMpR6u9,192.168.1.107,51320,66.63.168.35,5888,tcp,missing,REJ,0.025606,0.0,0.0,2,2,Sr
FLOW-17646,2023-02-21T16:01:16.834816Z,Cs6qdy1tmHztphDHGj,192.168.1.107,51320,66.63.168.35,5888,tcp,missing,REJ,0.025632,0.0,0.0,2,2,Sr
FLOW-17641,2023-02-21T16:01:17.883327Z,CPdT7t1PwdNUX183Ph,192.168.1.107,51321,66.63.168.35,5888,tcp,missing,REJ,0.028408,0.0,0.0,2,2,Sr
FLOW-17642,2023-02-21T16:01:18.415738Z,CB3rrzTDYyPCwbdE6,192.168.1.107,51321,66.63.168.35,5888,tcp,missing,REJ,0.028411,0.0,0.0,2,2,Sr
FLOW-17648,2023-02-21T16:01:18.940617Z,CJM59421qr7my9vAt1,192.168.1.107,51321,66.63.168.35,5888,tcp,missing,REJ,0.028486,0.0,0.0,2,2,Sr
FLOW-17644,2023-02-21T16:01:19.975351Z,CoOyeW2andzfsIdrmj,192.168.1.107,51322,66.63.168.35,5888,tcp,missing,REJ,0.030452,0.0,0.0,2,2,Sr
FLOW-17645,2023-02-21T16:01:20.510077Z,Cyum4V3qJOIuQnXXQe,192.168.1.107,51322,66.63.168.35,5888,tcp,missing,REJ,0.03057,0.0,0.0,2,2,Sr
FLOW-17652,2023-02-21T16:01:21.035372Z,CK7Le03TeiafCCnq6h,192.168.1.107,51322,66.63.168.35,5888,tcp,missing,REJ,0.030482,0.0,0.0,2,2,Sr
FLOW-17647,2023-02-21T16:01:22.077459Z,Cr6D7Q3ISHn6xPyhV2,192.168.1.107,51323,66.63.168.35,5888,tcp,missing,REJ,0.586011,0.0,0.0,2,4,Sr
FLOW-17658,2023-02-21T16:01:23.159486Z,CC0sWU2VgCoI1r57x3,192.168.1.107,51323,66.63.168.35,5888,tcp,missing,REJ,0.033529,0.0,0.0,2,2,Sr
FLOW-17649,2023-02-21T16:01:24.199573Z,ChHLWc18yViAtwKyg9,192.168.1.107,51324,66.63.168.35,5888,tcp,missing,REJ,0.017031,0.0,0.0,2,2,Sr
FLOW-17651,2023-02-21T16:01:24.722453Z,CWgVlN1mkOTQILqSZ,192.168.1.107,51324,66.63.168.35,5888,tcp,missing,REJ,0.017027,0.0,0.0,2,2,Sr
FLOW-17661,2023-02-21T16:01:25.235888Z,CZqZJf3JHVMzvgAWUd,192.168.1.107,51324,66.63.168.35,5888,tcp,missing,REJ,0.017112,0.0,0.0,2,2,Sr
FLOW-17655,2023-02-21T16:01:26.264168Z,CxhqR5BTGvACSfif6,192.168.1.107,51325,66.63.168.35,5888,tcp,missing,REJ,0.017065,0.0,0.0,2,2,Sr
FLOW-17656,2023-02-21T16:01:26.775677Z,CwyTEis4MScIRvCp8,192.168.1.107,51325,66.63.168.35,5888,tcp,missing,REJ,0.016997,0.0,0.0,2,2,Sr
FLOW-17664,2023-02-21T16:01:27.293353Z,CkjE9P3BRvoo6JQEjd,192.168.1.107,51325,66.63.168.35,5888,tcp,missing,REJ,0.01694,0.0,0.0,2,2,Sr
FLOW-17659,2023-02-21T16:01:28.320384Z,C0cgOo4pFAomWAOVBh,192.168.1.107,51326,66.63.168.35,5888,tcp,missing,REJ,0.017184,0.0,0.0,2,2,Sr
FLOW-17660,2023-02-21T16:01:28.851422Z,CeMAIS1rw7P4L5lac9,192.168.1.107,51326,66.63.168.35,5888,tcp,missing,REJ,0.017143,0.0,0.0,2,2,Sr
FLOW-17667,2023-02-21T16:01:29.383861Z,CPO41KTjAl4lWNqd5,192.168.1.107,51326,66.63.168.35,5888,tcp,missing,REJ,0.017199,0.0,0.0,2,2,Sr
FLOW-17662,2023-02-21T16:01:30.410485Z,CeRDCi3n0JvxwCSHK7,192.168.1.107,51327,66.63.168.35,5888,tcp,missing,REJ,0.033868,0.0,0.0,2,2,Sr
FLOW-17663,2023-02-21T16:01:30.954256Z,CV6lMS22YvtEbqs7X4,192.168.1.107,51327,66.63.168.35,5888,tcp,missing,REJ,0.033803,0.0,0.0,2,2,Sr
FLOW-17670,2023-02-21T16:01:31.489996Z,C24SI41rqvL8C8lAq6,192.168.1.107,51327,66.63.168.35,5888,tcp,missing,REJ,0.033732,0.0,0.0,2,2,Sr
FLOW-17665,2023-02-21T16:01:32.527065Z,Cn9oQ24rWjfxWuFptj,192.168.1.107,51328,66.63.168.35,5888,tcp,missing,REJ,0.025373,0.0,0.0,2,2,Sr
FLOW-17666,2023-02-21T16:01:33.053977Z,Cer8HC2lKfIkVFJk6e,192.168.1.107,51328,66.63.168.35,5888,tcp,missing,REJ,0.025274,0.0,0.0,2,2,Sr
FLOW-17673,2023-02-21T16:01:33.586709Z,CgHsD9sABhulG6Ho2,192.168.1.107,51328,66.63.168.35,5888,tcp,missing,REJ,0.030504,0.0,0.0,2,2,Sr
FLOW-17668,2023-02-21T16:01:34.617199Z,C6MeoAyMG4BSQjdmf,192.168.1.107,51329,66.63.168.35,5888,tcp,missing,REJ,0.025277,0.0,0.0,2,2,Sr
FLOW-17669,2023-02-21T16:01:35.142472Z,Cbfjdw2oASr72NOLE7,192.168.1.107,51329,66.63.168.35,5888,tcp,missing,REJ,0.025328,0.0,0.0,2,2,Sr
FLOW-17676,2023-02-21T16:01:35.675039Z,CQmvWy2f3L6jnLh0c,192.168.1.107,51329,66.63.168.35,5888,tcp,missing,REJ,0.025481,0.0,0.0,2,2,Sr
FLOW-17671,2023-02-21T16:01:36.722440Z,CS1x5x3gjvXEokBKD8,192.168.1.107,51330,66.63.168.35,5888,tcp,missing,REJ,0.031752,0.0,0.0,2,2,Sr
FLOW-17672,2023-02-21T16:01:37.252800Z,Chj2ov48rfoYOQLGVk,192.168.1.107,51330,66.63.168.35,5888,tcp,missing,REJ,0.031736,0.0,0.0,2,2,Sr
FLOW-17679,2023-02-21T16:01:37.789721Z,Cn5H681v1FuFpyohMg,192.168.1.107,51330,66.63.168.35,5888,tcp,missing,REJ,0.031832,0.0,0.0,2,2,Sr
FLOW-17674,2023-02-21T16:01:38.826284Z,C62RkT3XpHJ37GCWuf,192.168.1.107,51331,66.63.168.35,5888,tcp,missing,REJ,0.01727,0.0,0.0,2,2,Sr
FLOW-17675,2023-02-21T16:01:39.344728Z,CwBVLxril9Dej7HUb,192.168.1.107,51331,66.63.168.35,5888,tcp,missing,REJ,0.017203,0.0,0.0,2,2,Sr
FLOW-17682,2023-02-21T16:01:39.860377Z,CAY648KNiEQSI12Fk,192.168.1.107,51331,66.63.168.35,5888,tcp,missing,REJ,0.017193,0.0,0.0,2,2,Sr
FLOW-17677,2023-02-21T16:01:40.887032Z,CUdEjc4qcrN9Dmqj18,192.168.1.107,51332,66.63.168.35,5888,tcp,missing,REJ,0.031793,0.0,0.0,2,2,Sr
FLOW-17678,2023-02-21T16:01:41.421933Z,CS07SEnq39TRBI4fk,192.168.1.107,51332,66.63.168.35,5888,tcp,missing,REJ,0.031664,0.0,0.0,2,2,Sr
FLOW-17685,2023-02-21T16:01:41.950016Z,CUae341uLtw6h8uU5l,192.168.1.107,51332,66.63.168.35,5888,tcp,missing,REJ,0.031957,0.0,0.0,2,2,Sr
FLOW-17680,2023-02-21T16:01:42.989515Z,Cu8ZvG309WN2bwQdYe,192.168.1.107,51333,66.63.168.35,5888,tcp,missing,REJ,0.017172,0.0,0.0,2,2,Sr
FLOW-17681,2023-02-21T16:01:43.511780Z,C9AUT71G5tkvtVpZJb,192.168.1.107,51333,66.63.168.35,5888,tcp,missing,REJ,0.017257,0.0,0.0,2,2,Sr
FLOW-17688,2023-02-21T16:01:44.035387Z,CAkvh92Wua6YNjNtS,192.168.1.107,51333,66.63.168.35,5888,tcp,missing,REJ,0.017145,0.0,0.0,2,2,Sr
FLOW-17683,2023-02-21T16:01:45.070400Z,C2UtKI1BAS5D0BlG97,192.168.1.107,51334,66.63.168.35,5888,tcp,missing,REJ,0.017099,0.0,0.0,2,2,Sr
