ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,timestamp_utc
1677217917.040363,CRDeGW1creXPYs0ETg,192.168.1.106,61920,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.299809,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 05:51:57.040363073+00:00
1677217917.053774,CUjHSC1MN2v9RZB0e,192.168.1.106,61921,192.168.1.108,139,tcp,"krb,smb,gssapi",12.287769,3906,904,SF,-,-,0,ShDdaAFf,15,4518,13,1436,-,2023-02-24 05:51:57.053774118+00:00
1677218578.246632,CjpzGU2Cpt2m0S359g,192.168.1.106,56215,192.168.1.108,445,tcp,"smb,gssapi,ntlm",0.013253,433,871,RSTO,-,-,0,ShADdR,6,685,4,1043,-,2023-02-24 06:02:58.246632099+00:00
1677218578.266100,CbWz324LKcy8YaC9zf,192.168.1.106,56217,192.168.1.108,445,tcp,"smb,gssapi,ntlm",0.005971,274,619,RSTO,-,-,0,ShADdR,5,486,3,751,-,2023-02-24 06:02:58.266099929+00:00
1677218602.337620,CZ4nNy1q1cPPYNRa8,192.168.1.106,56219,192.168.1.108,445,tcp,"smb,gssapi",0.025889,267,504,RSTO,-,-,0,ShADdR,5,479,3,636,-,2023-02-24 06:03:22.337620020+00:00
1677218615.772245,CZrJvQ1dK0zN80JAQb,192.168.1.106,56222,192.168.1.108,445,tcp,"smb,gssapi,krb,dce_rpc",1647.909716,12292,12069,RSTR,-,-,0,ShADdattr,97,16328,86,15533,-,2023-02-24 06:03:35.772244930+00:00
1677218622.266709,Cup9Sp354yuUayT65e,192.168.1.106,56227,192.168.1.108,445,tcp,"krb,smb,gssapi",12.177655,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 06:03:42.266709089+00:00
1677218643.419063,CqQh6o491bxmhvIg8h,192.168.1.106,56228,192.168.1.108,445,tcp,"smb,gssapi,ntlm",15.025328,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 06:04:03.419063091+00:00
1677218643.432255,CmcBgb3e4mWnZ3L1A9,192.168.1.106,56229,192.168.1.108,139,tcp,"smb,gssapi,ntlm",15.013899,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 06:04:03.432255030+00:00
1677218643.451847,CVNJpGvgLa9OQXuE8,192.168.1.106,56230,192.168.1.108,445,tcp,"krb,smb,gssapi",14.995252,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 06:04:03.451847076+00:00
1677219363.518018,CuNG442r8TUQZN0QHb,192.168.1.106,60286,192.168.1.108,445,tcp,"smb,gssapi,ntlm",14.848294,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 06:16:03.518018007+00:00
1677219363.533567,CHb3oh3sHN1d4J9PCi,192.168.1.106,60287,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.834650,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 06:16:03.533566952+00:00
1677219363.553145,CuWYVb2MSQDCjhmbq6,192.168.1.106,60288,192.168.1.108,445,tcp,"krb,smb,gssapi",14.815952,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 06:16:03.553144932+00:00
1677219522.222158,CviK691hk9KUonyrCg,192.168.1.106,51467,192.168.1.108,445,tcp,"krb,smb,gssapi",12.143513,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 06:18:42.222157955+00:00
1677220083.689564,CbnRKS5xGvQfc7lj,192.168.1.106,52970,192.168.1.108,445,tcp,"smb,gssapi,ntlm",14.676366,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 06:28:03.689563990+00:00
1677220083.703560,CdtJMwF3quijuPDh8,192.168.1.106,52971,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.664435,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 06:28:03.703560114+00:00
1677220083.722496,CQOsaZ2DJU8fewHEZh,192.168.1.106,52972,192.168.1.108,445,tcp,"krb,smb,gssapi",14.646629,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 06:28:03.722496033+00:00
1677220422.237658,CVGMre1VbRaikxzSyd,192.168.1.106,50116,192.168.1.108,445,tcp,"krb,smb,gssapi",12.128186,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,9,1577,-,2023-02-24 06:33:42.237658024+00:00
1677220803.844453,Ct9Ge71L9RWXgq0HH7,192.168.1.106,54857,192.168.1.108,445,tcp,"smb,gssapi,ntlm",14.522019,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 06:40:03.844453096+00:00
1677220803.858459,C4Piu3mKYRxnuuk65,192.168.1.106,54858,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.509913,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 06:40:03.858458996+00:00
1677220803.878518,CZdISi1kVliwWTv3oe,192.168.1.106,54859,192.168.1.108,445,tcp,"krb,smb,gssapi",14.491172,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 06:40:03.878518105+00:00
1677221322.252039,Cai6JL3Fx2cfi7Rjt5,192.168.1.106,60706,192.168.1.108,445,tcp,"krb,smb,gssapi",12.113976,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 06:48:42.252038955+00:00
1677221524.000615,C1SIRWOPoz6EQ4BLb,192.168.1.106,58835,192.168.1.108,445,tcp,"smb,gssapi,ntlm",14.365589,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 06:52:04.000614882+00:00
1677221524.016103,Cc2HAx4jiNqdeE1uDb,192.168.1.106,58836,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.351998,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 06:52:04.016103029+00:00
1677221524.034089,CuBRLm3DbNkxkiyAmb,192.168.1.106,58837,192.168.1.108,445,tcp,"krb,smb,gssapi",14.334908,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 06:52:04.034089088+00:00
1677222222.265453,CrtNrt4r2pgDfGdVdh,192.168.1.106,50419,192.168.1.108,445,tcp,"krb,smb,gssapi",12.100647,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 07:03:42.265453100+00:00
1677222244.154683,CWfSpF4i0snX1mmh9c,192.168.1.106,50420,192.168.1.108,445,tcp,"smb,gssapi,ntlm",14.211175,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 07:04:04.154683113+00:00
1677222244.168931,C6Ndyi1VEssFq9TUl4,192.168.1.106,50421,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.198832,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 07:04:04.168931007+00:00
1677222244.189928,Cbtd8I3Yg40QOKGYPj,192.168.1.106,50422,192.168.1.108,445,tcp,"krb,smb,gssapi",14.178490,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 07:04:04.189928055+00:00
1677222964.314591,CM3s453wwVQmjWHOph,192.168.1.106,50017,192.168.1.108,445,tcp,"smb,gssapi,ntlm",14.051598,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 07:16:04.314590931+00:00
1677222964.328941,COPLEd3ZXjvLylu4T4,192.168.1.106,50018,192.168.1.108,139,tcp,"smb,gssapi,ntlm",14.038669,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 07:16:04.328941107+00:00
1677222964.347258,CNDgwE4SCHaN4IDOgg,192.168.1.106,50019,192.168.1.108,445,tcp,"krb,smb,gssapi",14.021145,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 07:16:04.347258091+00:00
1677223122.284423,CWnXDPZfIJbcOjxbb,192.168.1.106,54196,192.168.1.108,445,tcp,"krb,smb,gssapi",12.082202,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 07:18:42.284423113+00:00
1677223684.471902,Ci10jd4NBNXCMZhzB7,192.168.1.106,60385,192.168.1.108,445,tcp,"smb,gssapi,ntlm",13.894152,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 07:28:04.471901894+00:00
1677223684.485895,CN2V5SWTIoTjTZTda,192.168.1.106,60386,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.882217,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 07:28:04.485894918+00:00
1677223684.505355,CDk4q83dx0j8J6wIcd,192.168.1.106,60387,192.168.1.108,445,tcp,"krb,smb,gssapi",13.863943,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 07:28:04.505354881+00:00
1677224022.297456,CTjJj91Cebmt3A3A0h,192.168.1.106,58746,192.168.1.108,445,tcp,"krb,smb,gssapi",12.072300,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 07:33:42.297456026+00:00
1677224404.640586,CPGpvg4MmYrnRfFuH,192.168.1.106,54848,192.168.1.108,445,tcp,"smb,gssapi,ntlm",13.724928,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 07:40:04.640585899+00:00
1677224404.656534,CHAvr21d7ILzPbUA05,192.168.1.106,54849,192.168.1.108,139,tcp,"smb,gssapi,ntlm",13.711039,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 07:40:04.656533957+00:00
1677224404.675813,C0dIEm3oVBhsMjOuik,192.168.1.106,54850,192.168.1.108,445,tcp,"krb,smb,gssapi",13.692658,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 07:40:04.675812960+00:00
1677224922.315421,CnLwc637l6aDyTMyEi,192.168.1.106,62937,192.168.1.108,445,tcp,"krb,smb,gssapi",12.004023,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,9,1577,-,2023-02-24 07:48:42.315421104+00:00
1677224926.054485,C3zCrp2avjFVmgEtNb,192.168.1.106,62938,192.168.1.108,445,tcp,"smb,gssapi,krb,dce_rpc",1383.298999,578236,791217,RSTR,-,-,0,ShADdatr,2404,674504,2402,887317,-,2023-02-24 07:48:46.054485083+00:00
1677225018.047839,C7TZvI2XUYp2WxKJL9,192.168.1.106,63163,192.168.1.108,445,tcp,-,5.291746,0,0,RSTR,-,-,0,ShAFar,3,132,3,132,-,2023-02-24 07:50:18.047838926+00:00
1677225018.417373,CGVcFZ2WRuTbyvCHsf,192.168.1.106,63462,192.168.1.108,445,tcp,gssapi,0.026902,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:18.417372942+00:00
1677225018.540412,C7CO4E4BDiyVUodVc4,192.168.1.106,63465,192.168.1.108,445,tcp,gssapi,0.026544,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:18.540411949+00:00
1677225018.576143,COOPQh37vbeHPYHTkh,192.168.1.106,63468,192.168.1.108,445,tcp,gssapi,0.022845,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:18.576143026+00:00
1677225018.650826,CgjL2g2IHbEhRbSBf2,192.168.1.106,63471,192.168.1.108,445,tcp,gssapi,0.024877,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:18.650825977+00:00
1677225018.684424,CDV4Et30qLdm4RJPA4,192.168.1.106,63474,192.168.1.108,445,tcp,gssapi,0.028651,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:18.684423923+00:00
1677225019.441212,CqjLHL3WD4El80WIXh,192.168.1.106,63477,192.168.1.108,445,tcp,gssapi,0.028000,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.441211939+00:00
1677225019.475628,CHvWm44K0YIwKA4tdg,192.168.1.106,63480,192.168.1.108,445,tcp,gssapi,0.031079,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.475627899+00:00
1677225019.511415,Ct4OV84GvFmcFwAB16,192.168.1.106,63483,192.168.1.108,445,tcp,gssapi,0.024905,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.511415005+00:00
1677225019.541822,CXZ2gY12PFcSOihcY4,192.168.1.106,63486,192.168.1.108,445,tcp,gssapi,0.023003,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.541821957+00:00
1677225019.569879,CyNB7M233H252CS0ci,192.168.1.106,63489,192.168.1.108,445,tcp,gssapi,0.037222,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.569879055+00:00
1677225019.612390,Cch8Go31eEiHj3R3gi,192.168.1.106,63492,192.168.1.108,445,tcp,gssapi,0.026389,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.612390041+00:00
1677225019.644523,CfpFTs3bKjVieqVqg6,192.168.1.106,63495,192.168.1.108,445,tcp,gssapi,0.022881,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.644522905+00:00
1677225019.673648,CMiz6l43Pqu1nP6tp3,192.168.1.106,63498,192.168.1.108,445,tcp,gssapi,0.028837,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.673648119+00:00
1677225019.708844,Cu8CbU2My72I2cuRDi,192.168.1.106,63501,192.168.1.108,445,tcp,gssapi,0.022691,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.708843946+00:00
1677225019.739851,CFBezu44i47cT1qf5,192.168.1.106,63504,192.168.1.108,445,tcp,gssapi,0.023638,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.739850998+00:00
1677225019.769493,CLUVHD19JK1AR1dmu2,192.168.1.106,63507,192.168.1.108,445,tcp,gssapi,0.036081,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.769493103+00:00
1677225019.810267,Cq8o5a2CflPEkJQ5ui,192.168.1.106,63510,192.168.1.108,445,tcp,gssapi,0.030463,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.810266972+00:00
1677225019.846102,CtFSau3DUCrqspxqQ4,192.168.1.106,63513,192.168.1.108,445,tcp,gssapi,0.026046,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.846101999+00:00
1677225019.926818,CIOOTD4A7ogyRtZv9a,192.168.1.106,63516,192.168.1.108,445,tcp,gssapi,0.025454,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.926817894+00:00
1677225019.959926,C5fxDy1aGdoY0QCuc7,192.168.1.106,63519,192.168.1.108,445,tcp,gssapi,0.028469,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.959925890+00:00
1677225019.997122,CysDs32321pkzi3HNk,192.168.1.106,63522,192.168.1.108,445,tcp,gssapi,0.029743,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:19.997122049+00:00
1677225020.032635,ChBjE446D9nMsKidK7,192.168.1.106,63525,192.168.1.108,445,tcp,gssapi,0.026088,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:20.032634973+00:00
1677225020.064752,CtBVPt3rd64k2lGz5c,192.168.1.106,63528,192.168.1.108,445,tcp,gssapi,0.027158,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:20.064752102+00:00
1677225020.096675,CQSChM2wh4z33CpLI8,192.168.1.106,63531,192.168.1.108,445,tcp,gssapi,0.025267,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:20.096674919+00:00
1677225020.126756,C5JkXe3wCggz5pvVKl,192.168.1.106,63534,192.168.1.108,445,tcp,gssapi,0.026872,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:20.126755953+00:00
1677225020.158389,Cu2CAe4TFGSuvB2sGc,192.168.1.106,63537,192.168.1.108,445,tcp,gssapi,0.024002,108,252,RSTO,-,-,0,ShADdR,4,280,2,344,-,2023-02-24 07:50:20.158389091+00:00
1677225124.672837,Cau5Sb4MMYsbLETfVj,192.168.1.106,61714,192.168.1.108,445,tcp,"smb,gssapi,ntlm",12.567955,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 07:52:04.672837019+00:00
1677225124.687889,Co0Nlw3wxujOzEUaGb,192.168.1.106,61715,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.555319,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 07:52:04.687889099+00:00
1677225124.708034,CKMhkk1kHySqIAVF84,192.168.1.106,61716,192.168.1.108,445,tcp,"krb,smb,gssapi",12.536108,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 07:52:04.708034039+00:00
1677225822.159196,CZNZUu4xBkTWYjp3Wl,192.168.1.106,50370,192.168.1.108,445,tcp,"krb,smb,gssapi",11.019162,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 08:03:42.159195900+00:00
1677225844.794765,CCrXw33ILpRaxOanlf,192.168.1.106,50371,192.168.1.108,445,tcp,"smb,gssapi,ntlm",12.383635,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 08:04:04.794764996+00:00
1677225844.809582,CsIP1nWJG8TUCI9Od,192.168.1.106,50372,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.370951,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 08:04:04.809581995+00:00
1677225844.830063,CY3Ph61gJmXfwxsv63,192.168.1.106,50373,192.168.1.108,445,tcp,"krb,smb,gssapi",12.351454,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 08:04:04.830063105+00:00
1677226564.956265,CNcxZZ3EknbnoaXmUa,192.168.1.106,62133,192.168.1.108,445,tcp,"smb,gssapi,ntlm",12.222526,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 08:16:04.956264973+00:00
1677226564.970973,C6GxK133AUHYBnYEHj,192.168.1.106,62134,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.210316,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 08:16:04.970973015+00:00
1677226564.992456,C0PYhX1mfUnLIdcDNl,192.168.1.106,62135,192.168.1.108,445,tcp,"krb,smb,gssapi",12.189919,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 08:16:04.992455959+00:00
1677226722.173535,CXdvhke2lsj8g2Xwg,192.168.1.106,62613,192.168.1.108,445,tcp,"krb,smb,gssapi",11.005629,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 08:18:42.173535109+00:00
1677227285.131098,Clk2V4psgZJxjF0h8,192.168.1.106,57963,192.168.1.108,445,tcp,"smb,gssapi,ntlm",12.047705,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 08:28:05.131098032+00:00
1677227285.145593,CzpB7e3NRWZzBkHnt3,192.168.1.106,57964,192.168.1.108,139,tcp,"smb,gssapi,ntlm",12.035201,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 08:28:05.145592928+00:00
1677227285.165856,CN9ObcMlAAMA8q52h,192.168.1.106,57965,192.168.1.108,445,tcp,"krb,smb,gssapi",12.015847,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 08:28:05.165855885+00:00
1677227622.192567,CYZfP3ZQbRzHqSbx3,192.168.1.106,63233,192.168.1.108,445,tcp,"krb,smb,gssapi",10.986000,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 08:33:42.192567110+00:00
1677228005.300382,CtyORk1221hippkHVf,192.168.1.106,61886,192.168.1.108,445,tcp,"smb,gssapi,ntlm",11.878337,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 08:40:05.300381899+00:00
1677228005.314391,C5Dqnf9VG4WCE4Nua,192.168.1.106,61887,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.866570,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 08:40:05.314390898+00:00
1677228005.333464,CW318t1rdrA7ld7CVj,192.168.1.106,61888,192.168.1.108,445,tcp,"krb,smb,gssapi",11.848352,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 08:40:05.333463907+00:00
1677228522.204034,CKIUKc1a0QZbbtSQW8,192.168.1.106,55632,192.168.1.108,445,tcp,"krb,smb,gssapi",10.974937,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 08:48:42.204034090+00:00
1677228725.471244,CWbZLs4rMaLoaxnhsa,192.168.1.106,51478,192.168.1.108,445,tcp,"smb,gssapi,ntlm",11.707086,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 08:52:05.471244097+00:00
1677228725.485549,C1yuSx1WrTWoIpVmxh,192.168.1.106,51479,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.694769,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 08:52:05.485548973+00:00
1677228725.504612,CGpMnB3LKmnEcMLnRg,192.168.1.106,51480,192.168.1.108,445,tcp,"krb,smb,gssapi",11.676438,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 08:52:05.504611969+00:00
1677229422.221097,Cp1TjR1ulAvDrPOHfb,192.168.1.106,49396,192.168.1.108,445,tcp,"krb,smb,gssapi",10.957467,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 09:03:42.221096992+00:00
1677229445.639089,CZzZgk3sYzW9vWOfac,192.168.1.106,49397,192.168.1.108,445,tcp,"smb,gssapi,ntlm",11.539842,774,952,RSTO,-,-,0,ShADdR,11,1226,7,1244,-,2023-02-24 09:04:05.639089108+00:00
1677229445.654706,CNKewg2uIeByHz9SGa,192.168.1.106,49398,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.526049,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 09:04:05.654706001+00:00
1677229445.673784,CuWD883Kmp0e8A7Px9,192.168.1.106,49399,192.168.1.108,445,tcp,"krb,smb,gssapi",11.507735,3834,900,RSTO,-,-,0,ShADdaR,14,4406,10,1312,-,2023-02-24 09:04:05.673784018+00:00
1677230165.799366,CeMoTJ2zRjKALZI762,192.168.1.106,51848,192.168.1.108,445,tcp,"smb,gssapi,ntlm",11.379526,774,952,RSTO,-,-,0,ShADdR,11,1226,7,1244,-,2023-02-24 09:16:05.799365997+00:00
1677230165.815717,CeLFSP1lXSmucm9KOi,192.168.1.106,51849,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.365065,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 09:16:05.815716982+00:00
1677230165.834835,CcYctG4sbzAaoxJoh5,192.168.1.106,51850,192.168.1.108,445,tcp,"krb,smb,gssapi",11.346783,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 09:16:05.834835052+00:00
1677230322.237690,CqKjZ33QxtL9qvrQi5,192.168.1.106,50663,192.168.1.108,445,tcp,"krb,smb,gssapi",10.940738,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 09:18:42.237689972+00:00
1677230885.969272,C65wFM3daz39Ckbhz5,192.168.1.106,51874,192.168.1.108,445,tcp,"smb,gssapi,ntlm",17.209076,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 09:28:05.969271898+00:00
1677230885.982982,CJI76MwtqCZkVCg78,192.168.1.106,51875,192.168.1.108,139,tcp,"smb,gssapi,ntlm",17.197597,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 09:28:05.982981920+00:00
1677230886.001669,CmDhNGsUP3AMt8Hq2,192.168.1.106,51876,192.168.1.108,445,tcp,"krb,smb,gssapi",17.179557,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 09:28:06.001668930+00:00
1677231222.362230,CAC4MG2N9TN4P3F3O6,192.168.1.106,60011,192.168.1.108,445,tcp,"krb,smb,gssapi",10.816225,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,9,1577,-,2023-02-24 09:33:42.362230062+00:00
1677231606.127462,Cdg21C21F3ZcJWwR9,192.168.1.106,54410,192.168.1.108,445,tcp,"smb,gssapi,ntlm",11.049953,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 09:40:06.127461910+00:00
1677231606.140429,CNEe6PSGG1d1ruEb5,192.168.1.106,54411,192.168.1.108,139,tcp,"smb,gssapi,ntlm",11.036986,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 09:40:06.140429020+00:00
1677231606.159944,CKMmGz3DRXGOAJ9RBk,192.168.1.106,54412,192.168.1.108,445,tcp,"krb,smb,gssapi",11.021417,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 09:40:06.159944057+00:00
1677232122.377161,C0Ddtg4P2vBWqeQFrg,192.168.1.106,61024,192.168.1.108,445,tcp,"krb,smb,gssapi",10.800208,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 09:48:42.377161026+00:00
1677232326.298687,C2B07w18QN4JkMaFg2,192.168.1.106,56891,192.168.1.108,445,tcp,"smb,gssapi,ntlm",10.880043,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 09:52:06.298686981+00:00
1677232326.313712,CDH8133MZILEQDcYQk,192.168.1.106,56892,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.866733,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 09:52:06.313711882+00:00
1677232326.333661,CLoMkH35yXre7t5RL6,192.168.1.106,56893,192.168.1.108,445,tcp,"krb,smb,gssapi",10.847521,3834,895,RSTO,-,-,0,ShADdaR,14,4406,10,1307,-,2023-02-24 09:52:06.333661079+00:00
1677233022.394546,COWzC22qOJX1CdGSA4,192.168.1.106,65300,192.168.1.108,445,tcp,"krb,smb,gssapi",10.784152,3873,1205,RSTO,-,-,0,ShADdaR,14,4445,10,1617,-,2023-02-24 10:03:42.394546032+00:00
1677233046.467049,CgloSn21dnIU3MMsE8,192.168.1.106,65301,192.168.1.108,445,tcp,"smb,gssapi,ntlm",10.711261,774,952,RSTO,-,-,0,ShADdaR,11,1226,8,1284,-,2023-02-24 10:04:06.467048883+00:00
1677233046.481915,CueRta3oGdRynbb1fj,192.168.1.106,65302,192.168.1.108,139,tcp,"smb,gssapi,ntlm",10.698282,989,1301,SF,-,-,0,ShDdAFf,13,1521,11,1753,-,2023-02-24 10:04:06.481914997+00:00
